Date,frbsf_sentiment,epu_index,epu_overall,epu_monetary,epu_fiscal,epu_taxes,epu_govt_spending,epu_healthcare,epu_national_security,epu_entitlement,epu_regulation,epu_financial_reg,epu_trade,epu_sovereign_debt
2011-11-14,,139.99428571428572,114.7872495,78.17902266,149.9675699,144.5434574,171.4033754,194.1333288,80.17232918,223.2837947,137.9363582,165.7486095,43.317409,615.1189497
2011-11-21,,160.5814285714286,114.7872495,78.17902266,149.9675699,144.5434574,171.4033754,194.1333288,80.17232918,223.2837947,137.9363582,165.7486095,43.317409,615.1189497
2011-11-28,-0.0675,145.20714285714286,114.7872495,78.17902266,149.9675699,144.5434574,171.4033754,194.1333288,80.17232918,223.2837947,137.9363582,165.7486095,43.317409,615.1189497
2011-12-05,-0.25571428571428567,181.34857142857143,155.8550561,88.3977209,210.2094224,218.4854179,173.5548107,295.5974325,124.2731682,368.733511,191.4230549,140.2877799,52.83169316,683.5162695
2011-12-12,-0.28,170.22142857142856,155.8550561,88.3977209,210.2094224,218.4854179,173.5548107,295.5974325,124.2731682,368.733511,191.4230549,140.2877799,52.83169316,683.5162695
2011-12-19,,212.3185714285714,155.8550561,88.3977209,210.2094224,218.4854179,173.5548107,295.5974325,124.2731682,368.733511,191.4230549,140.2877799,52.83169316,683.5162695
2011-12-26,-0.3,219.04857142857142,155.8550561,88.3977209,210.2094224,218.4854179,173.5548107,295.5974325,124.2731682,368.733511,191.4230549,140.2877799,52.83169316,683.5162695
2012-01-02,-0.11714285714285715,161.63857142857142,134.6205399,76.10838963,180.0323519,187.9836433,178.305403,255.6283389,78.9799665,241.4580571,170.8091404,109.258506,102.9607961,713.8781577
2012-01-09,-0.0024999999999999988,126.31428571428572,134.6205399,76.10838963,180.0323519,187.9836433,178.305403,255.6283389,78.9799665,241.4580571,170.8091404,109.258506,102.9607961,713.8781577
2012-01-16,,157.09285714285716,134.6205399,76.10838963,180.0323519,187.9836433,178.305403,255.6283389,78.9799665,241.4580571,170.8091404,109.258506,102.9607961,713.8781577
2012-01-23,,155.59142857142857,134.6205399,76.10838963,180.0323519,187.9836433,178.305403,255.6283389,78.9799665,241.4580571,170.8091404,109.258506,102.9607961,713.8781577
2012-01-30,-0.07999999999999999,116.74285714285713,134.6205399,76.10838963,180.0323519,187.9836433,178.305403,255.6283389,78.9799665,241.4580571,170.8091404,109.258506,102.9607961,713.8781577
2012-02-06,-0.11142857142857143,119.32000000000001,100.1706045,71.55014348,120.1615117,124.686678,103.4814318,159.7940722,56.45476709,130.4656768,107.4297326,95.98353648,25.40326008,170.3931793
2012-02-13,,119.55285714285715,100.1706045,71.55014348,120.1615117,124.686678,103.4814318,159.7940722,56.45476709,130.4656768,107.4297326,95.98353648,25.40326008,170.3931793
