series,n_obs,adf_statistic,p_value,critical_1%,critical_5%,critical_10%,stationary,trend_exists,crop,session,state,variable,category
corn_planting_WY_TMIN,468,-4.806528808810169,5.2843307462099104e-05,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,planting,WY,TMIN,Corn Planting
corn_planting_WY_AWND,468,-7.991214052661216,2.4715918162858887e-12,-3.4444914328761977,-2.8677756786103683,-2.570091378194011,Yes,No,corn,planting,WY,AWND,Corn Planting
corn_harvesting_AK_TMAX,468,-4.92141169913785,3.1677647068454904e-05,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,AK,TMAX,Corn Harvesting
corn_harvesting_AK_TMIN,468,-4.160905053037269,0.0007668238746520304,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,AK,TMIN,Corn Harvesting
corn_harvesting_AK_AWND,468,-0.7274477886750451,0.8395112771263067,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,No,Yes,corn,harvesting,AK,AWND,Corn Harvesting
corn_harvesting_AL_TMAX,468,-4.740864684771244,7.047140435595221e-05,-3.444868194858831,-2.867941416548597,-2.5701797149735146,Yes,No,corn,harvesting,AL,TMAX,Corn Harvesting
corn_harvesting_AL_TMIN,468,-5.089793684879628,1.4696819290413801e-05,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,AL,TMIN,Corn Harvesting
corn_harvesting_AL_AWND,468,-2.2383912986408148,0.19260775198093022,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,No,Yes,corn,harvesting,AL,AWND,Corn Harvesting
corn_harvesting_AR_TMAX,468,-3.9714272260170715,0.0015677427602456423,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,AR,TMAX,Corn Harvesting
corn_harvesting_AR_TMIN,468,-4.719334197495486,7.738978483182121e-05,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,AR,TMIN,Corn Harvesting
corn_harvesting_AR_AWND,468,-2.085608147141054,0.25034087672190297,-3.444868194858831,-2.867941416548597,-2.5701797149735146,No,Yes,corn,harvesting,AR,AWND,Corn Harvesting
corn_harvesting_AZ_TMAX,468,-6.30785724284792,3.2896593436981266e-08,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,AZ,TMAX,Corn Harvesting
corn_harvesting_AZ_TMIN,468,-4.622420583003646,0.00011742098990087729,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,AZ,TMIN,Corn Harvesting
corn_harvesting_AZ_AWND,468,-13.10471540156641,1.6817188770050595e-24,-3.4444609168389615,-2.8677622536920317,-2.5700842229549266,Yes,No,corn,harvesting,AZ,AWND,Corn Harvesting
corn_harvesting_CA_TMAX,468,-5.592464879065024,1.3195870684487641e-06,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,CA,TMAX,Corn Harvesting
corn_harvesting_CA_TMIN,468,-3.9848479229062805,0.0014919635575064945,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,CA,TMIN,Corn Harvesting
corn_harvesting_CA_AWND,468,-3.4631646566618204,0.008985058425804368,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,CA,AWND,Corn Harvesting
corn_harvesting_CO_TMAX,468,-5.088445305073295,1.4788702529641618e-05,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,CO,TMAX,Corn Harvesting
corn_harvesting_CO_TMIN,468,-3.577056956720468,0.006215105509876524,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,CO,TMIN,Corn Harvesting
corn_harvesting_CO_AWND,468,-5.742354303395361,6.233270075389042e-07,-3.4446148284445153,-2.8678299626609314,-2.5701203107928157,Yes,No,corn,harvesting,CO,AWND,Corn Harvesting
corn_harvesting_CT_TMAX,468,-5.114539392366591,1.3105339096468984e-05,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,CT,TMAX,Corn Harvesting
corn_harvesting_CT_TMIN,468,-3.245162704237302,0.017514865384031034,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,CT,TMIN,Corn Harvesting
corn_harvesting_CT_AWND,468,-2.6339946031063346,0.08617281957403738,-3.444868194858831,-2.867941416548597,-2.5701797149735146,No,Yes,corn,harvesting,CT,AWND,Corn Harvesting
corn_harvesting_DE_TMAX,468,-5.673080924651546,8.830362649893473e-07,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,DE,TMAX,Corn Harvesting
corn_harvesting_DE_TMIN,468,-3.8002053170380634,0.0029052150298980407,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,DE,TMIN,Corn Harvesting
corn_harvesting_DE_AWND,467,-3.610431956469019,0.005564694588389125,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,DE,AWND,Corn Harvesting
corn_harvesting_FL_TMAX,468,-5.174661306725809,9.90204013582593e-06,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,FL,TMAX,Corn Harvesting
corn_harvesting_FL_TMIN,468,-5.051257996702402,1.7553109094259142e-05,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,FL,TMIN,Corn Harvesting
corn_harvesting_FL_AWND,468,-12.758745629399494,8.230549843985805e-24,-3.4444609168389615,-2.8677622536920317,-2.5700842229549266,Yes,No,corn,harvesting,FL,AWND,Corn Harvesting
corn_harvesting_GA_TMAX,468,-4.843323775338732,4.490473073140208e-05,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,GA,TMAX,Corn Harvesting
corn_harvesting_GA_TMIN,468,-5.491250277699915,2.1727609091523204e-06,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,GA,TMIN,Corn Harvesting
corn_harvesting_GA_AWND,468,-2.3980137103423407,0.14229780926932678,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,No,Yes,corn,harvesting,GA,AWND,Corn Harvesting
corn_harvesting_HI_TMAX,468,-3.911451284438877,0.001952169733901311,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,HI,TMAX,Corn Harvesting
corn_harvesting_HI_TMIN,468,-2.501686452288239,0.11506453175520043,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,No,Yes,corn,harvesting,HI,TMIN,Corn Harvesting
corn_harvesting_HI_AWND,468,-7.11492185311203,3.8530082504248245e-10,-3.44455286264131,-2.8678027030003483,-2.5701057817594894,Yes,No,corn,harvesting,HI,AWND,Corn Harvesting
corn_harvesting_IA_TMAX,468,-4.004886043524705,0.0013851414908585082,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,IA,TMAX,Corn Harvesting
corn_harvesting_IA_TMIN,468,-4.322939157503933,0.00040529015335429144,-3.444868194858831,-2.867941416548597,-2.5701797149735146,Yes,No,corn,harvesting,IA,TMIN,Corn Harvesting
corn_harvesting_IA_AWND,468,-3.1099107864617586,0.02582838689195685,-3.444900499925237,-2.8679556266351653,-2.570187288941969,Yes,No,corn,harvesting,IA,AWND,Corn Harvesting
corn_harvesting_ID_TMAX,468,-5.125833246679989,1.2435627883977327e-05,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,ID,TMAX,Corn Harvesting
corn_harvesting_ID_TMIN,468,-4.290600161415683,0.00046115953230704316,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,ID,TMIN,Corn Harvesting
corn_harvesting_ID_AWND,468,-4.389353997645632,0.00030997808826847123,-3.444583778100581,-2.8678163032301995,-2.570113030490433,Yes,No,corn,harvesting,ID,AWND,Corn Harvesting
corn_harvesting_IL_TMAX,468,-4.04321275848169,0.0012003951187565907,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,IL,TMAX,Corn Harvesting
corn_harvesting_IL_TMIN,468,-5.105167995832286,1.3687400107118364e-05,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,IL,TMIN,Corn Harvesting
corn_harvesting_IL_AWND,468,-3.7901210113061556,0.0030100227146692133,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,IL,AWND,Corn Harvesting
corn_harvesting_IN_TMAX,468,-5.106138021431434,1.3626010967800684e-05,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,IN,TMAX,Corn Harvesting
corn_harvesting_IN_TMIN,468,-4.1166917059154695,0.0009087918183636843,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,IN,TMIN,Corn Harvesting
corn_harvesting_IN_AWND,468,-3.024186459794141,0.03269659626739964,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,IN,AWND,Corn Harvesting
corn_harvesting_KS_TMAX,468,-4.201226167323821,0.0006557582418448925,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,KS,TMAX,Corn Harvesting
corn_harvesting_KS_TMIN,468,-4.082845257544071,0.001033729415063684,-3.444868194858831,-2.867941416548597,-2.5701797149735146,Yes,No,corn,harvesting,KS,TMIN,Corn Harvesting
corn_harvesting_KS_AWND,468,-2.9659912406277673,0.03819477199362655,-3.444900499925237,-2.8679556266351653,-2.570187288941969,Yes,No,corn,harvesting,KS,AWND,Corn Harvesting
corn_harvesting_KY_TMAX,468,-5.23663016414971,7.397868593736727e-06,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,KY,TMAX,Corn Harvesting
corn_harvesting_KY_TMIN,468,-3.897244593060775,0.002055219224612098,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,KY,TMIN,Corn Harvesting
corn_harvesting_KY_AWND,468,-2.366245233378167,0.15149091081384625,-3.444868194858831,-2.867941416548597,-2.5701797149735146,No,Yes,corn,harvesting,KY,AWND,Corn Harvesting
corn_harvesting_LA_TMAX,468,-3.46095969330483,0.009048199596273574,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,LA,TMAX,Corn Harvesting
corn_harvesting_LA_TMIN,468,-3.6757678778806118,0.004467203200995832,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,LA,TMIN,Corn Harvesting
corn_harvesting_LA_AWND,468,-2.5909784269775433,0.09487621551720637,-3.444868194858831,-2.867941416548597,-2.5701797149735146,No,Yes,corn,harvesting,LA,AWND,Corn Harvesting
corn_harvesting_MA_TMAX,468,-5.499380978751565,2.087937791914659e-06,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,MA,TMAX,Corn Harvesting
corn_harvesting_MA_TMIN,468,-3.915016693633956,0.0019270703067661814,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,MA,TMIN,Corn Harvesting
corn_harvesting_MA_AWND,468,-2.4885478541719923,0.11828567877068796,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,No,Yes,corn,harvesting,MA,AWND,Corn Harvesting
corn_harvesting_MD_TMAX,468,-5.832874523018718,3.937609560076971e-07,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,MD,TMAX,Corn Harvesting
corn_harvesting_MD_TMIN,468,-3.62789894994027,0.005249521266990973,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,MD,TMIN,Corn Harvesting
corn_harvesting_MD_AWND,468,-6.611539173743255,6.358723715380789e-09,-3.444583778100581,-2.8678163032301995,-2.570113030490433,Yes,No,corn,harvesting,MD,AWND,Corn Harvesting
corn_harvesting_ME_TMAX,468,-3.9356645478201,0.0017875027460174664,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,ME,TMAX,Corn Harvesting
corn_harvesting_ME_TMIN,468,-3.430711885259081,0.009955411903733408,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,ME,TMIN,Corn Harvesting
corn_harvesting_ME_AWND,468,-2.313540188199626,0.1676381715209394,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,No,Yes,corn,harvesting,ME,AWND,Corn Harvesting
corn_harvesting_MI_TMAX,468,-4.347229856886753,0.0003675999250095618,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,MI,TMAX,Corn Harvesting
corn_harvesting_MI_TMIN,468,-4.074642267201861,0.0010663394710500717,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,MI,TMIN,Corn Harvesting
corn_harvesting_MI_AWND,468,-2.467915064755273,0.12347735492148842,-3.444868194858831,-2.867941416548597,-2.5701797149735146,No,Yes,corn,harvesting,MI,AWND,Corn Harvesting
corn_harvesting_MN_TMAX,468,-4.337985545244457,0.0003815351661445971,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,MN,TMAX,Corn Harvesting
corn_harvesting_MN_TMIN,468,-3.9441691857186236,0.001732792248898125,-3.444868194858831,-2.867941416548597,-2.5701797149735146,Yes,No,corn,harvesting,MN,TMIN,Corn Harvesting
corn_harvesting_MN_AWND,468,-2.303593502576178,0.17081161466499628,-3.444868194858831,-2.867941416548597,-2.5701797149735146,No,Yes,corn,harvesting,MN,AWND,Corn Harvesting
corn_harvesting_MO_TMAX,468,-3.8323680213072056,0.002592977473592596,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,MO,TMAX,Corn Harvesting
corn_harvesting_MO_TMIN,468,-4.208574458507264,0.0006372220518111959,-3.444868194858831,-2.867941416548597,-2.5701797149735146,Yes,No,corn,harvesting,MO,TMIN,Corn Harvesting
corn_harvesting_MO_AWND,468,-1.7960348631525611,0.38243204341685466,-3.444900499925237,-2.8679556266351653,-2.570187288941969,No,Yes,corn,harvesting,MO,AWND,Corn Harvesting
corn_harvesting_MS_TMAX,468,-3.858289117357573,0.002364187006228342,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,MS,TMAX,Corn Harvesting
corn_harvesting_MS_TMIN,468,-4.559234422061036,0.0001534615783245983,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,MS,TMIN,Corn Harvesting
corn_harvesting_MS_AWND,468,-18.494546628027283,2.124583251539623e-30,-3.4444305322234365,-2.8677488864580885,-2.5700770984781443,Yes,No,corn,harvesting,MS,AWND,Corn Harvesting
corn_harvesting_MT_TMAX,468,-5.392666741766781,3.509424946310962e-06,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,MT,TMAX,Corn Harvesting
corn_harvesting_MT_TMIN,468,-4.964908649376279,2.602973388567036e-05,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,MT,TMIN,Corn Harvesting
corn_harvesting_MT_AWND,468,-12.2116955459198,1.159854725804531e-22,-3.4444609168389615,-2.8677622536920317,-2.5700842229549266,Yes,No,corn,harvesting,MT,AWND,Corn Harvesting
corn_harvesting_NC_TMAX,468,-5.307351557918563,5.286885767982527e-06,-3.444900499925237,-2.8679556266351653,-2.570187288941969,Yes,No,corn,harvesting,NC,TMAX,Corn Harvesting
corn_harvesting_NC_TMIN,468,-4.557492615910272,0.00015459092445442327,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,NC,TMIN,Corn Harvesting
corn_harvesting_NC_AWND,468,-2.040337809070753,0.2691711015288626,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,No,Yes,corn,harvesting,NC,AWND,Corn Harvesting
corn_harvesting_ND_TMAX,468,-5.0685004923310295,1.6214380345311287e-05,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,ND,TMAX,Corn Harvesting
corn_harvesting_ND_TMIN,468,-3.909901880671282,0.001963171234050836,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,ND,TMIN,Corn Harvesting
corn_harvesting_ND_AWND,468,-20.980869067366648,0.0,-3.4444305322234365,-2.8677488864580885,-2.5700770984781443,Yes,No,corn,harvesting,ND,AWND,Corn Harvesting
corn_harvesting_NE_TMAX,468,-4.397573929280296,0.00029978095978759226,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,NE,TMAX,Corn Harvesting
corn_harvesting_NE_TMIN,468,-4.019672033652492,0.0013109343200457518,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,NE,TMIN,Corn Harvesting
corn_harvesting_NE_AWND,468,-6.986388247677353,7.948756238753283e-10,-3.4447087976702284,-2.867871300049488,-2.5701423432047443,Yes,No,corn,harvesting,NE,AWND,Corn Harvesting
corn_harvesting_NH_TMAX,468,-4.523170549809912,0.0001785279730595921,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,NH,TMAX,Corn Harvesting
corn_harvesting_NH_TMIN,468,-3.6072104379497376,0.00562466647301118,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,NH,TMIN,Corn Harvesting
corn_harvesting_NH_AWND,468,-1.8760427310898513,0.34341392000451054,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,No,Yes,corn,harvesting,NH,AWND,Corn Harvesting
corn_harvesting_NJ_TMAX,468,-5.603759582647427,1.2476674208512928e-06,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,NJ,TMAX,Corn Harvesting
corn_harvesting_NJ_TMIN,468,-3.685824559161311,0.004317020643094674,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,NJ,TMIN,Corn Harvesting
corn_harvesting_NJ_AWND,468,-2.1391966810172436,0.2290481827590709,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,No,Yes,corn,harvesting,NJ,AWND,Corn Harvesting
corn_harvesting_NM_TMAX,468,-7.025686261193525,6.373607684741112e-10,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,NM,TMAX,Corn Harvesting
corn_harvesting_NM_TMIN,468,-3.183458966683251,0.020962326712121625,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,NM,TMIN,Corn Harvesting
corn_harvesting_NM_AWND,468,-4.600805109850414,0.00012872899577965046,-3.4445220811896657,-2.8677891615873192,-2.5700985643950656,Yes,No,corn,harvesting,NM,AWND,Corn Harvesting
corn_harvesting_NV_TMAX,468,-6.038378380938551,1.364611219144748e-07,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,NV,TMAX,Corn Harvesting
corn_harvesting_NV_TMIN,468,-4.277673121885111,0.00048546472829787796,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,NV,TMIN,Corn Harvesting
corn_harvesting_NV_AWND,468,-1.685993401290468,0.4383431623148281,-3.444932949082776,-2.867969899953726,-2.57019489663276,No,Yes,corn,harvesting,NV,AWND,Corn Harvesting
corn_harvesting_NY_TMAX,468,-5.293184080189998,5.65649785832884e-06,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,NY,TMAX,Corn Harvesting
corn_harvesting_NY_TMIN,468,-3.818558976579939,0.0027230389904907876,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,NY,TMIN,Corn Harvesting
corn_harvesting_NY_AWND,468,-2.322395440143263,0.1648466897379694,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,No,Yes,corn,harvesting,NY,AWND,Corn Harvesting
corn_harvesting_OH_TMAX,468,-5.366661212335367,3.978369421320872e-06,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,OH,TMAX,Corn Harvesting
corn_harvesting_OH_TMIN,468,-4.026875344040454,0.0012761410066565477,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,OH,TMIN,Corn Harvesting
corn_harvesting_OH_AWND,468,-2.4211301599499895,0.13586117047835872,-3.444868194858831,-2.867941416548597,-2.5701797149735146,No,Yes,corn,harvesting,OH,AWND,Corn Harvesting
corn_harvesting_OK_TMAX,468,-4.209238536502893,0.0006355714120402827,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,OK,TMAX,Corn Harvesting
corn_harvesting_OK_TMIN,468,-4.408680577023667,0.0002865068896379799,-3.444900499925237,-2.8679556266351653,-2.570187288941969,Yes,No,corn,harvesting,OK,TMIN,Corn Harvesting
corn_harvesting_OK_AWND,468,-3.5757333694442313,0.006242264508691154,-3.444868194858831,-2.867941416548597,-2.5701797149735146,Yes,No,corn,harvesting,OK,AWND,Corn Harvesting
corn_harvesting_OR_TMAX,468,-5.296838522048719,5.558826979781354e-06,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,OR,TMAX,Corn Harvesting
corn_harvesting_OR_TMIN,468,-3.981175504604443,0.0015123536910709107,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,OR,TMIN,Corn Harvesting
corn_harvesting_OR_AWND,468,-5.189107159759767,9.25363096985356e-06,-3.444583778100581,-2.8678163032301995,-2.570113030490433,Yes,No,corn,harvesting,OR,AWND,Corn Harvesting
corn_harvesting_PA_TMAX,468,-5.739012270542993,6.339304601533092e-07,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,PA,TMAX,Corn Harvesting
corn_harvesting_PA_TMIN,468,-3.898885806797309,0.0020430622734252616,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,PA,TMIN,Corn Harvesting
corn_harvesting_PA_AWND,468,-2.360746096395588,0.1531233189923626,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,No,Yes,corn,harvesting,PA,AWND,Corn Harvesting
corn_harvesting_RI_TMAX,468,-5.381313435943398,3.707144667825117e-06,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,RI,TMAX,Corn Harvesting
corn_harvesting_RI_TMIN,468,-4.72013987820216,7.711957289748686e-05,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,RI,TMIN,Corn Harvesting
corn_harvesting_RI_AWND,468,-4.585197634584387,0.0001375322042445893,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,RI,AWND,Corn Harvesting
corn_harvesting_SC_TMAX,468,-5.669859268116821,8.973939594586917e-07,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,SC,TMAX,Corn Harvesting
corn_harvesting_SC_TMIN,468,-5.262613638542367,6.541420547597722e-06,-3.4449982835447894,-2.8679986379826814,-2.5702102140862397,Yes,No,corn,harvesting,SC,TMIN,Corn Harvesting
corn_harvesting_SC_AWND,468,-3.0087483516848272,0.03408545185039292,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,SC,AWND,Corn Harvesting
corn_harvesting_SD_TMAX,468,-4.960475047116892,2.6557721244601915e-05,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,SD,TMAX,Corn Harvesting
corn_harvesting_SD_TMIN,468,-4.132880421588175,0.0008541704718112575,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,SD,TMIN,Corn Harvesting
corn_harvesting_SD_AWND,468,-21.553437888367604,0.0,-3.4444305322234365,-2.8677488864580885,-2.5700770984781443,Yes,No,corn,harvesting,SD,AWND,Corn Harvesting
corn_harvesting_TN_TMAX,468,-4.813847779172917,5.116391426235886e-05,-3.444900499925237,-2.8679556266351653,-2.570187288941969,Yes,No,corn,harvesting,TN,TMAX,Corn Harvesting
corn_harvesting_TN_TMIN,468,-3.9454812655850033,0.0017244913814439642,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,TN,TMIN,Corn Harvesting
corn_harvesting_TN_AWND,468,-3.987528328935317,0.0014772431267498101,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,TN,AWND,Corn Harvesting
corn_harvesting_TX_TMAX,468,-4.42987844890166,0.0002627041566993671,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,Yes,No,corn,harvesting,TX,TMAX,Corn Harvesting
corn_harvesting_TX_TMIN,468,-3.263568907163067,0.01658758569448911,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,TX,TMIN,Corn Harvesting
corn_harvesting_TX_AWND,468,-1.780081976473897,0.39039430933788677,-3.444965543297668,-2.8679842369272976,-2.5702025382716047,No,Yes,corn,harvesting,TX,AWND,Corn Harvesting
corn_harvesting_UT_TMAX,468,-4.2615049721775655,0.0005175661765521103,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,UT,TMAX,Corn Harvesting
corn_harvesting_UT_TMIN,468,-4.526418458048428,0.0001761197800235328,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,UT,TMIN,Corn Harvesting
corn_harvesting_UT_AWND,468,-2.071485493731255,0.256133892677969,-3.4447721346720885,-2.8678991615065095,-2.570157193174823,No,Yes,corn,harvesting,UT,AWND,Corn Harvesting
corn_harvesting_VA_TMAX,468,-5.689608541960744,8.128333270190612e-07,-3.444900499925237,-2.8679556266351653,-2.570187288941969,Yes,No,corn,harvesting,VA,TMAX,Corn Harvesting
corn_harvesting_VA_TMIN,468,-3.3511378729221204,0.012741725793319763,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,VA,TMIN,Corn Harvesting
corn_harvesting_VA_AWND,468,-3.263246319250599,0.016603458996804047,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,VA,AWND,Corn Harvesting
corn_harvesting_VT_TMAX,468,-4.7851355777239615,5.806094606086532e-05,-3.444932949082776,-2.867969899953726,-2.57019489663276,Yes,No,corn,harvesting,VT,TMAX,Corn Harvesting
corn_harvesting_VT_TMIN,468,-4.141059637070151,0.0008277585341719162,-3.4448040131772584,-2.8679131843980197,-2.5701646673107112,Yes,No,corn,harvesting,VT,TMIN,Corn Harvesting
corn_harvesting_VT_AWND,468,-2.2839607016438728,0.17719315532369972,-3.444932949082776,-2.867969899953726,-2.57019489663276,No,Yes,corn,harvesting,VT,AWND,Corn Harvesting
corn_harvesting_WA_TMAX,468,-4.63986319938233,0.00010899394158248171,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,WA,TMAX,Corn Harvesting
corn_harvesting_WA_TMIN,468,-4.779592557486027,5.949142910338601e-05,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,WA,TMIN,Corn Harvesting
corn_harvesting_WA_AWND,468,-5.05575486263586,1.7194024494924076e-05,-3.444583778100581,-2.8678163032301995,-2.570113030490433,Yes,No,corn,harvesting,WA,AWND,Corn Harvesting
corn_harvesting_WI_TMAX,468,-3.9504130785512226,0.0016936194125379495,-3.444836032925901,-2.8679272692747415,-2.5701721745036776,Yes,No,corn,harvesting,WI,TMAX,Corn Harvesting
